Repository,Type,#,User,Title,State,Created,Updated,URL
verygoodsecurity/vault,Issue,1586,yuriyshafranyuk1,Configure SFTP via HTTP API,open,07/07/17 05:05:25,08/15/17 02:37:56,https://github.com/verygoodsecurity/vault/issues/1586
verygoodsecurity/vault,Issue,1585,yuriyshafranyuk1,SFTP Proxy Traffic Metrics,open,07/07/17 04:50:02,08/22/17 14:44:59,https://github.com/verygoodsecurity/vault/issues/1585
verygoodsecurity/vault,Issue,1583,gjyoung1974,SFTPD updated library - make crypto configurable,open,07/06/17 17:02:46,08/02/17 04:06:27,https://github.com/verygoodsecurity/vault/issues/1583
verygoodsecurity/vault,Issue,1577,igor-dmitriev,Database pre-provisioning for acceptance tests,open,07/06/17 06:59:35,03/21/18 14:01:12,https://github.com/verygoodsecurity/vault/issues/1577
verygoodsecurity/vault,Issue,1576,igor-dmitriev,Debugging docker-compose,open,07/06/17 06:42:18,03/21/18 14:01:12,https://github.com/verygoodsecurity/vault/issues/1576
verygoodsecurity/vault,Issue,1575,igor-dmitriev,Improve deploy script ,open,07/06/17 06:17:36,03/21/18 14:01:12,https://github.com/verygoodsecurity/vault/issues/1575
verygoodsecurity/vault,Issue,1561,viacheslav-fomin-main,Remove deprecated `Tokenizer`,open,07/04/17 05:10:32,08/25/17 13:00:09,https://github.com/verygoodsecurity/vault/issues/1561
verygoodsecurity/vault,Issue,1559,viacheslav-fomin-main,Remove sending raw password in case of decryption error,open,07/04/17 04:49:56,11/02/17 07:38:26,https://github.com/verygoodsecurity/vault/issues/1559
verygoodsecurity/vault,Issue,1557,osklyarenko,Enforce unified code style rules on every build,open,07/01/17 14:26:19,10/11/17 12:59:39,https://github.com/verygoodsecurity/vault/issues/1557
verygoodsecurity/vault,Issue,1546,k-sever,Docker stage for tagged versions,open,06/29/17 11:04:43,07/07/17 03:55:00,https://github.com/verygoodsecurity/vault/issues/1546
verygoodsecurity/vault,Issue,1544,igor-dmitriev,Split Luminati Config username,open,06/29/17 03:00:34,08/25/17 13:21:18,https://github.com/verygoodsecurity/vault/issues/1544
verygoodsecurity/vault,Issue,1512,viacheslav-fomin-main,javax.crypto.AEADBadTagException: Tag mismatch! ,open,06/22/17 03:29:11,11/26/17 06:11:15,https://github.com/verygoodsecurity/vault/issues/1512
verygoodsecurity/vault,Issue,1506,zdmytriv,Log warn instead of error on proxy when JSONPath or XPath doesn't match payload body,open,06/20/17 08:48:30,11/01/17 08:05:04,https://github.com/verygoodsecurity/vault/issues/1506
verygoodsecurity/vault,Issue,1502,k-sever,Use preferences api to retrieve preferences by http proxy,open,06/20/17 05:07:12,06/20/17 11:33:06,https://github.com/verygoodsecurity/vault/issues/1502
verygoodsecurity/vault,Issue,1496,mjallday,Vault Mgmt NPE,open,06/16/17 14:10:34,06/16/17 15:41:48,https://github.com/verygoodsecurity/vault/issues/1496
verygoodsecurity/vault,Issue,1491,igor-dmitriev,Create more descriptive error responses when rule configuration is invalid,open,06/16/17 09:11:09,06/16/17 09:11:31,https://github.com/verygoodsecurity/vault/issues/1491
verygoodsecurity/vault,Issue,1484,igor-dmitriev,Change response status form 500 to 400 when tenant not found,open,06/15/17 12:16:34,03/21/18 14:01:11,https://github.com/verygoodsecurity/vault/issues/1484
verygoodsecurity/vault,Issue,1479,viacheslav-fomin-main,Custom ca certs trust store,open,06/15/17 05:17:41,06/15/17 14:04:43,https://github.com/verygoodsecurity/vault/issues/1479
verygoodsecurity/vault,Issue,1458,mjallday,Proxy Health Check,open,06/12/17 19:50:27,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1458
verygoodsecurity/vault,Issue,1454,viacheslav-fomin-main,Remove obsolete targets column,open,06/12/17 08:55:23,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1454
verygoodsecurity/vault,Issue,1431,igor-dmitriev,Katharsis Error Handler,open,06/05/17 23:32:51,08/25/17 07:52:03,https://github.com/verygoodsecurity/vault/issues/1431
verygoodsecurity/vault,Issue,1430,mjallday,Create SFTP Stress Tests for Sandbox and Live,open,06/05/17 17:25:47,11/02/17 08:40:50,https://github.com/verygoodsecurity/vault/issues/1430
verygoodsecurity/vault,Issue,1428,mjallday,SunCertPathBuilderException: unable to find valid certification path to requested target,open,06/05/17 15:27:41,03/01/18 12:01:00,https://github.com/verygoodsecurity/vault/issues/1428
verygoodsecurity/vault,Issue,1408,akhon,Maintenance Mode,open,06/01/17 06:15:28,06/15/17 16:15:02,https://github.com/verygoodsecurity/vault/issues/1408
verygoodsecurity/vault,Issue,1399,zdmytriv,Store kms key used for tokenization in Redis,open,05/31/17 03:35:18,06/14/17 14:39:24,https://github.com/verygoodsecurity/vault/issues/1399
verygoodsecurity/vault,Issue,1383,zdmytriv,Replace DBCP2 with HikariCP connection pool,open,05/29/17 05:08:01,11/01/17 08:03:19,https://github.com/verygoodsecurity/vault/issues/1383
verygoodsecurity/vault,Issue,1337,mjallday,Condense ELB,open,05/21/17 09:36:47,06/12/17 08:37:55,https://github.com/verygoodsecurity/vault/issues/1337
verygoodsecurity/vault,Issue,1317,pgyschuk,Internal proxy error return to User when JSON transformer is configured in rules but payload is not valid json,open,05/18/17 10:02:47,05/21/17 04:21:08,https://github.com/verygoodsecurity/vault/issues/1317
verygoodsecurity/vault,Issue,1305,zdmytriv,Forbid traffic to upstreams with invalid certificates,open,05/17/17 15:43:34,11/01/17 08:05:31,https://github.com/verygoodsecurity/vault/issues/1305
verygoodsecurity/vault,Issue,1290,viacheslav-fomin-main,Stale vault-and-proxy-acceptance-tests module,open,05/16/17 12:49:33,11/02/17 07:36:53,https://github.com/verygoodsecurity/vault/issues/1290
verygoodsecurity/vault,Issue,1281,mjallday,Event Sourcing,open,05/14/17 16:42:06,06/12/17 07:09:55,https://github.com/verygoodsecurity/vault/issues/1281
verygoodsecurity/vault,Issue,1274,zdmytriv,"Remove content type ""application/com.litle.psp"" from default white list",open,05/10/17 14:16:54,11/01/17 07:57:20,https://github.com/verygoodsecurity/vault/issues/1274
verygoodsecurity/vault,Issue,1256,osklyarenko,Health checks for the Vault Proxy are broken,open,05/07/17 14:53:14,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1256
verygoodsecurity/vault,Issue,1249,nikolay-popov,javax.net.ssl.SSLHandshakeException: Invalid Padding length: 75,open,05/05/17 15:25:54,11/02/17 08:35:54,https://github.com/verygoodsecurity/vault/issues/1249
verygoodsecurity/vault,Issue,1241,osklyarenko,InvalidMimeTypeException error in Account Mgmt API,open,05/04/17 02:27:53,06/16/17 16:23:02,https://github.com/verygoodsecurity/vault/issues/1241
verygoodsecurity/vault,Issue,1238,nikolay-popov,NoSuchElementException at SslRequestChainedProxyAdapter.getChainedProxyAddress,open,05/03/17 11:10:37,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1238
verygoodsecurity/vault,Issue,1236,nikolay-popov,io.netty.channel.AbstractChannel$AnnotatedConnectException: Connection refused,open,05/03/17 08:44:22,11/02/17 08:34:06,https://github.com/verygoodsecurity/vault/issues/1236
verygoodsecurity/vault,Issue,1219,k-sever,Update deprecated spring usage,open,04/28/17 07:59:04,04/28/17 15:57:53,https://github.com/verygoodsecurity/vault/issues/1219
verygoodsecurity/vault,Issue,1214,viacheslav-fomin-main,Separate multi tenant and public services ,open,04/27/17 04:16:03,11/02/17 07:35:26,https://github.com/verygoodsecurity/vault/issues/1214
verygoodsecurity/vault,Issue,1208,osklyarenko,Develop repository tests,open,04/26/17 03:23:06,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1208
verygoodsecurity/vault,Issue,1207,osklyarenko,Upgrade to Hibernate 5.0,open,04/26/17 03:14:03,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/1207
verygoodsecurity/vault,Issue,1205,osklyarenko,org.xml.sax.SAXParseException parsing whitespace prefixed XML,open,04/25/17 14:55:15,01/02/18 09:10:29,https://github.com/verygoodsecurity/vault/issues/1205
verygoodsecurity/vault,Issue,1202,k-sever,Remove protobuf messages from service layer,open,04/25/17 09:14:37,08/28/17 07:32:15,https://github.com/verygoodsecurity/vault/issues/1202
verygoodsecurity/vault,Issue,1200,k-sever,Separate integration and unit tests,open,04/25/17 06:19:56,07/19/17 07:25:23,https://github.com/verygoodsecurity/vault/issues/1200
verygoodsecurity/vault,Issue,1175,pgyschuk,Migrate setting aws regions for clients from default to region parsed from aws key,open,04/19/17 04:32:28,07/07/17 08:12:44,https://github.com/verygoodsecurity/vault/issues/1175
verygoodsecurity/vault,Issue,1141,igor-dmitriev,Developer Getting Started Guide and Demo Rules for Dev Env pages are not up to date,open,04/12/17 04:31:34,04/12/17 04:38:45,https://github.com/verygoodsecurity/vault/issues/1141
verygoodsecurity/vault,Issue,1122,igor-dmitriev,Fix CORS for the whole project,open,04/07/17 11:08:26,02/15/18 14:13:26,https://github.com/verygoodsecurity/vault/issues/1122
verygoodsecurity/vault,Issue,1115,osklyarenko,Evaluate jasminb/jsonapi-converter to replace Katharsis,open,04/07/17 03:59:11,07/07/17 08:12:44,https://github.com/verygoodsecurity/vault/issues/1115
verygoodsecurity/vault,Issue,1114,pgyschuk,Delete from codebase code which is used in tests only,open,04/07/17 02:44:12,04/07/17 02:49:39,https://github.com/verygoodsecurity/vault/issues/1114
verygoodsecurity/vault,Issue,1111,k-sever,Move update vault api to grpc,open,04/06/17 12:01:20,07/07/17 08:12:44,https://github.com/verygoodsecurity/vault/issues/1111
verygoodsecurity/vault,Issue,1096,zdmytriv,Do not allow to set empty name for vault and organization,open,04/05/17 09:37:38,04/05/17 15:00:13,https://github.com/verygoodsecurity/vault/issues/1096
verygoodsecurity/vault,Issue,1085,osklyarenko,URI error when rewriting request,open,04/04/17 15:22:54,11/13/17 04:25:36,https://github.com/verygoodsecurity/vault/issues/1085
verygoodsecurity/vault,Issue,1077,pgyschuk,Implement Organization security based on JWT information,open,04/04/17 01:38:21,02/13/18 13:38:09,https://github.com/verygoodsecurity/vault/issues/1077
verygoodsecurity/vault,Issue,1076,pgyschuk,Implement Auth0 hook to add app_metadata on SignUp,open,04/04/17 01:27:31,02/13/18 13:38:09,https://github.com/verygoodsecurity/vault/issues/1076
verygoodsecurity/vault,Issue,1047,osklyarenko,Organization user invites MVP,open,03/30/17 04:08:40,02/13/18 13:38:09,https://github.com/verygoodsecurity/vault/issues/1047
verygoodsecurity/vault,Issue,1044,igor-dmitriev,SAXParseException: Premature end of file,open,03/29/17 12:13:56,02/15/18 15:34:17,https://github.com/verygoodsecurity/vault/issues/1044
verygoodsecurity/vault,Issue,1033,osklyarenko,Harden access permissions to the HttpLogs DynamoDB table,open,03/27/17 16:59:03,10/31/17 02:47:34,https://github.com/verygoodsecurity/vault/issues/1033
verygoodsecurity/vault,Issue,1030,osklyarenko,Proper namespacing of the java packages,open,03/27/17 15:38:55,03/27/17 17:06:55,https://github.com/verygoodsecurity/vault/issues/1030
verygoodsecurity/vault,Issue,1022,k-sever,Make vault-service spring configs conditional,open,03/27/17 06:52:15,07/07/17 08:12:44,https://github.com/verygoodsecurity/vault/issues/1022
verygoodsecurity/vault,Issue,1020,k-sever,Move UtilMapper to commons,open,03/27/17 06:24:50,03/27/17 08:45:21,https://github.com/verygoodsecurity/vault/issues/1020
verygoodsecurity/vault,Issue,1009,k-sever,Add support for `Via` header removal,open,03/24/17 15:50:09,03/27/17 10:04:01,https://github.com/verygoodsecurity/vault/issues/1009
verygoodsecurity/vault,Issue,1006,lazzarello,Using valid but incorrect credentials for a vault URL will reveal tokens,open,03/23/17 15:12:41,02/19/18 08:33:44,https://github.com/verygoodsecurity/vault/issues/1006
verygoodsecurity/vault,Issue,966,mjallday,Add Email to Account Management User Table,open,03/20/17 10:55:43,03/20/17 10:58:20,https://github.com/verygoodsecurity/vault/issues/966
verygoodsecurity/vault,Issue,965,k-sever,Epic - API for Vault Delete,open,03/20/17 09:27:08,11/14/17 03:53:52,https://github.com/verygoodsecurity/vault/issues/965
verygoodsecurity/vault,Issue,954,mjallday,Instrument SFTP with NewRelic Transactions,open,03/17/17 14:07:52,07/17/17 14:40:09,https://github.com/verygoodsecurity/vault/issues/954
verygoodsecurity/vault,Issue,945,zdmytriv,Consolidate upstreams and certificates tables,open,03/16/17 08:53:16,03/16/17 11:45:05,https://github.com/verygoodsecurity/vault/issues/945
verygoodsecurity/vault,Issue,941,nikolay-popov,Two-way ssl certificates managing API,open,03/15/17 23:10:07,11/02/17 08:32:51,https://github.com/verygoodsecurity/vault/issues/941
verygoodsecurity/vault,Issue,935,k-sever,JSON API Gateway for Tenant Preferences API,open,03/15/17 10:41:05,10/31/17 07:37:28,https://github.com/verygoodsecurity/vault/issues/935
verygoodsecurity/vault,Issue,908,mjallday,Put PagerDuty into Maintenance Mode when Deploying,open,03/12/17 15:59:55,03/21/18 14:01:08,https://github.com/verygoodsecurity/vault/issues/908
verygoodsecurity/vault,Issue,901,osklyarenko,Explore alternative ways to parsing cookies,open,03/10/17 04:41:43,03/21/18 14:01:08,https://github.com/verygoodsecurity/vault/issues/901
verygoodsecurity/vault,Issue,890,nikolay-popov,Smoke tests should cover sing-up and tenancy provision,open,03/09/17 04:44:55,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/890
verygoodsecurity/vault,Issue,865,viacheslav-fomin-main,Data can be tokenized and detokenized in the same request ,open,03/05/17 03:22:48,07/06/18 05:02:30,https://github.com/verygoodsecurity/vault/issues/865
verygoodsecurity/vault,Issue,859,zdmytriv,Rule entries are cached,open,03/03/17 12:03:57,06/15/17 16:21:04,https://github.com/verygoodsecurity/vault/issues/859
verygoodsecurity/vault,Issue,852,mjallday,Change MITM Implementation,open,03/02/17 19:10:47,02/07/18 05:57:19,https://github.com/verygoodsecurity/vault/issues/852
verygoodsecurity/vault,Issue,851,mjallday,Allow Trace Logging By Tenant,open,03/02/17 18:36:47,03/03/17 09:07:47,https://github.com/verygoodsecurity/vault/issues/851
verygoodsecurity/vault,Issue,823,zdmytriv,Authentication timeout in: 100000,open,02/27/17 08:53:47,11/01/17 07:47:04,https://github.com/verygoodsecurity/vault/issues/823
verygoodsecurity/vault,Issue,789,mjallday,Document SSL Certificate Authority,open,02/19/17 21:09:01,11/02/17 09:01:10,https://github.com/verygoodsecurity/vault/issues/789
verygoodsecurity/vault,Issue,773,mjallday,Add JWT Authentication for Vault,open,02/16/17 22:50:37,02/13/18 13:38:32,https://github.com/verygoodsecurity/vault/issues/773
verygoodsecurity/vault,Issue,754,nikolay-popov,Forbid proxying to localhost and 10.* addresses.,open,02/13/17 10:26:58,02/20/17 11:46:34,https://github.com/verygoodsecurity/vault/issues/754
verygoodsecurity/vault,Issue,751,akhon,"ERROR:  duplicate key value violates unique constraint ""rule_entries_chain_id_ordinal_key""",open,02/12/17 22:37:21,08/21/17 16:43:17,https://github.com/verygoodsecurity/vault/issues/751
verygoodsecurity/vault,Issue,748,akhon,"ERROR: duplicate key value violates unique constraint ""ix_users_auth_vendor_user_id""",open,02/12/17 22:32:38,06/15/17 16:20:34,https://github.com/verygoodsecurity/vault/issues/748
verygoodsecurity/vault,Issue,711,mjallday,Migrate to Flyway 4.1,open,02/07/17 12:33:22,11/02/17 08:53:34,https://github.com/verygoodsecurity/vault/issues/711
verygoodsecurity/vault,Issue,696,k-sever,"Refactor DTOs not to extend Forms, use mapping instead",open,02/06/17 07:29:45,03/21/17 11:00:43,https://github.com/verygoodsecurity/vault/issues/696
verygoodsecurity/vault,Issue,688,igor-dmitriev,NPE in NettyHttpServletRequestAdapter,open,02/03/17 10:46:49,02/05/17 03:13:18,https://github.com/verygoodsecurity/vault/issues/688
verygoodsecurity/vault,Issue,683,igor-dmitriev,Validate input request to prevent hitting ELB directly,open,02/03/17 09:34:05,02/03/17 10:00:52,https://github.com/verygoodsecurity/vault/issues/683
verygoodsecurity/vault,Issue,681,mjallday,Ensure we create an allow all route for certain customers,open,02/02/17 20:06:52,06/15/17 16:19:03,https://github.com/verygoodsecurity/vault/issues/681
verygoodsecurity/vault,Issue,646,mjallday,Volatile Cache is not Tenant Aware,open,01/28/17 11:39:27,01/30/17 04:51:38,https://github.com/verygoodsecurity/vault/issues/646
verygoodsecurity/vault,Issue,640,zdmytriv,Use application-test.yml for tests,open,01/27/17 09:33:53,11/01/17 05:53:22,https://github.com/verygoodsecurity/vault/issues/640
verygoodsecurity/vault,Issue,621,igor-dmitriev,Transaction atomicity violation in AccountController.create method,open,01/26/17 05:02:46,01/27/17 07:02:30,https://github.com/verygoodsecurity/vault/issues/621
verygoodsecurity/vault,Issue,615,zdmytriv,"Use @ManyToMany(mappedBy = """") for bidirectional mapping",open,01/25/17 13:52:23,11/01/17 05:41:10,https://github.com/verygoodsecurity/vault/issues/615
verygoodsecurity/vault,Issue,608,zdmytriv,Can't run tests twice without cleaning db,open,01/25/17 08:38:46,07/07/17 08:12:50,https://github.com/verygoodsecurity/vault/issues/608
verygoodsecurity/vault,Issue,607,osklyarenko,Extract VaultClient into its own extension APIs ,open,01/25/17 08:32:10,01/26/17 17:12:46,https://github.com/verygoodsecurity/vault/issues/607
verygoodsecurity/vault,Issue,598,mjallday,Split VaultClient and Implementations out of VaultService,open,01/24/17 12:31:41,01/25/17 03:26:40,https://github.com/verygoodsecurity/vault/issues/598
verygoodsecurity/vault,Issue,397,aanari,"Permanently remove ""test_tenancy"" and forbid underscores",open,11/15/16 12:25:55,11/15/16 12:25:55,https://github.com/verygoodsecurity/vault/issues/397
verygoodsecurity/vault,Issue,395,viacheslav-fomin-main,Fix race condition when public token duplicate is checked,open,11/14/16 00:29:24,11/02/17 07:48:31,https://github.com/verygoodsecurity/vault/issues/395
verygoodsecurity/vault,Issue,393,mjallday,Hostname not being correctly passed,open,11/13/16 14:25:52,11/03/17 14:29:27,https://github.com/verygoodsecurity/vault/issues/393
verygoodsecurity/vault,Issue,352,mjallday,Configurable FingerPrinter,open,11/02/16 16:44:19,03/22/17 04:28:12,https://github.com/verygoodsecurity/vault/issues/352
verygoodsecurity/vault,Issue,346,nikolay-popov,Extended host matching,open,10/31/16 12:32:14,11/02/17 08:30:45,https://github.com/verygoodsecurity/vault/issues/346
verygoodsecurity/vault,Issue,323,nikolay-popov,SFTP: Client behaviour on server redeploy,open,09/27/16 10:28:06,06/13/17 08:21:08,https://github.com/verygoodsecurity/vault/issues/323
verygoodsecurity/vault,Issue,303,nikolay-popov,SFTP: VaultClients should process files in streams without reading ,open,09/15/16 10:04:32,06/13/17 08:21:08,https://github.com/verygoodsecurity/vault/issues/303
verygoodsecurity/vault,Issue,280,mjallday,Invalid HttpProxyRoutingService Upstream Does Not Cause Error,open,09/01/16 11:03:17,06/12/17 07:54:48,https://github.com/verygoodsecurity/vault/issues/280
verygoodsecurity/vault,Issue,218,mjallday,LEAK: ByteBuf.release() was not called before it's garbage-collected.,open,07/07/16 11:35:47,06/12/17 07:50:57,https://github.com/verygoodsecurity/vault/issues/218
verygoodsecurity/vault,Issue,175,canbican,http pipelining should be enabled for https connections ,open,06/15/16 08:45:32,03/22/17 04:28:12,https://github.com/verygoodsecurity/vault/issues/175
verygoodsecurity/vault,Issue,173,canbican,Refactor *ProxyHttpFiltersAdapter.java for more brief clientToProxyRequests ,open,06/14/16 08:01:17,06/24/16 12:54:21,https://github.com/verygoodsecurity/vault/issues/173
verygoodsecurity/vault,Issue,140,mjallday,Base Management API and Endpoints,open,06/07/16 18:05:00,01/26/17 20:24:35,https://github.com/verygoodsecurity/vault/issues/140
verygoodsecurity/vault,Issue,124,nikolay-popov,Fix: JDBC connection credentials are duplicated.,open,06/06/16 06:53:08,11/02/17 08:24:47,https://github.com/verygoodsecurity/vault/issues/124
verygoodsecurity/vault,Issue,99,mahmoudimus,Sanitize cookies on response that set domain=verygoodproxy.com,open,05/13/16 10:52:46,03/22/17 04:28:12,https://github.com/verygoodsecurity/vault/issues/99
verygoodsecurity/vault,Issue,54,mjallday,Ensure vault-proxy-sftp uses connection pooling,open,01/05/16 12:00:57,11/02/17 08:52:57,https://github.com/verygoodsecurity/vault/issues/54
